(15, 3, False),[-0.23593725 -0.40843801]
(15, 21, False),[0. 0.]
(14, 10, False),[-0.56563498 -0.49991862]
(14, 20, False),[0. 0.]
(19, 7, False),[ 0.63117757 -0.67415447]
(29, 17, False),[0. 0.]
(18, 10, False),[-0.23889356 -0.68150779]
(20, 10, False),[ 0.44533469 -0.84603381]
(20, 20, False),[0. 0.]
(15, 1, False),[-0.76831823 -0.6144139 ]
(15, 17, False),[0. 0.]
(18, 17, False),[0. 0.]
(18, 8, False),[ 0.09591639 -0.58248301]
(18, 26, False),[0. 0.]
(13, 5, False),[-0.13686827 -0.27704398]
(13, 18, False),[0. 0.]
(6, 1, False),[-0.79702633 -0.48897966]
(6, 21, False),[0. 0.]
(7, 6, False),[-0.04449011  0.03251354]
(9, 6, False),[-0.10189801  0.20354592]
(9, 23, False),[0. 0.]
(9, 25, False),[0. 0.]
(16, 1, False),[-0.78751277 -0.64189783]
(24, 19, False),[0. 0.]
(19, 2, False),[ 0.38958112 -0.75656595]
(22, 13, False),[0. 0.]
(11, 8, False),[-0.55612153  0.23190699]
(11, 19, False),[0. 0.]
(14, 8, False),[-0.57325723 -0.36930336]
(14, 19, False),[0. 0.]
(18, 2, False),[ 0.11211007 -0.61889513]
(18, 19, False),[0. 0.]
(19, 1, False),[-0.11845531 -0.81293386]
(20, 1, False),[ 0.1490826 -0.8816708]
(20, 21, False),[0. 0.]
(13, 1, False),[-0.74343404 -0.55656566]
(18, 1, False),[-0.38461083 -0.75885297]
(18, 21, False),[0. 0.]
(16, 10, False),[-0.58776246 -0.56221468]
(16, 26, False),[0. 0.]
(12, 10, False),[-0.53341311 -0.41209902]
(12, 21, False),[0. 0.]
(17, 6, False),[ 0.00131746 -0.50683682]
(17, 22, False),[0. 0.]
(20, 2, True),[0.65040388 0.26110588]
(13, 2, False),[-0.29212677 -0.30471414]
(13, 21, False),[0. 0.]
(15, 2, False),[-0.28832821 -0.43183005]
(16, 8, False),[-0.5794601  -0.45078848]
(18, 6, False),[ 0.28080608 -0.5691631 ]
(25, 8, False),[0. 0.]
(10, 2, False),[-0.25902866  0.23884547]
(20, 2, False),[ 0.63602011 -0.86408857]
(20, 19, False),[0. 0.]
(15, 10, False),[-0.55555829 -0.53320749]
(6, 10, False),[-0.46655937 -0.3764218 ]
(16, 19, False),[0. 0.]
(17, 2, True),[-0.14482394  0.03576377]
(12, 2, False),[-0.28619913 -0.25582718]
(12, 25, False),[0. 0.]
(12, 5, False),[-0.13906547 -0.16967077]
(22, 12, False),[0. 0.]
(13, 10, False),[-0.58300721 -0.46114084]
(13, 20, False),[0. 0.]
(17, 10, False),[-0.46387762 -0.60352822]
(21, 10, False),[ 0.88082129 -1.        ]
(21, 23, False),[0. 0.]
(8, 8, False),[-0.49473353 -0.05688423]
(18, 18, False),[0. 0.]
(15, 5, False),[-0.14812206 -0.44988971]
(15, 18, False),[0. 0.]
(13, 3, False),[-0.23823695 -0.25422037]
(14, 10, True),[-0.60807568 -0.17183323]
(14, 24, True),[0. 0.]
(14, 6, False),[-0.16877286 -0.33377768]
(16, 4, False),[-0.19195871 -0.4701836 ]
(16, 18, False),[0. 0.]
(21, 3, False),[ 0.88045752 -1.        ]
(21, 19, False),[0. 0.]
(11, 10, False),[-0.52799349  0.06241925]
(24, 18, False),[0. 0.]
(13, 9, False),[-0.52481551 -0.37771526]
(18, 3, False),[ 0.14780914 -0.65202487]
