(15, 3, False),[-0.23113898 -0.46749974]
(23, 13, False),[0. 0.]
(14, 10, False),[-0.56399073 -0.48616145]
(14, 20, False),[0. 0.]
(19, 7, False),[ 0.62584463 -0.63449209]
(29, 17, False),[0. 0.]
(17, 10, False),[-0.46032844 -0.60155501]
(17, 20, False),[0. 0.]
(11, 2, False),[-0.34310155  0.29750806]
(21, 2, False),[ 0.88406215 -1.        ]
(21, 24, False),[0. 0.]
(10, 8, False),[-0.50371209  0.2701963 ]
(19, 8, False),[ 0.59579934 -0.68044158]
(19, 18, False),[0. 0.]
(24, 16, False),[0. 0.]
(14, 6, True),[-0.03164951  0.16500478]
(14, 23, True),[0. 0.]
(13, 2, False),[-0.30112216 -0.30947718]
(17, 2, False),[-0.15799821 -0.56736075]
(17, 17, False),[0. 0.]
(12, 7, False),[-0.46342986 -0.24754185]
(12, 20, False),[0. 0.]
(18, 9, False),[-0.19031019 -0.55611363]
(24, 20, False),[0. 0.]
(21, 8, True),[1.22915215 0.2530472 ]
(21, 19, True),[0. 0.]
(15, 2, True),[-0.29637972  0.04736959]
(12, 2, False),[-0.27560167 -0.25632552]
(7, 1, False),[-0.69940531 -0.52520956]
(17, 1, False),[-0.63744085 -0.71608583]
(18, 10, True),[-0.2109323  -0.17211607]
(18, 10, False),[-0.2326931  -0.64582623]
(18, 18, False),[0. 0.]
(13, 10, True),[-0.55540763 -0.10324357]
(13, 19, True),[0. 0.]
(9, 10, False),[-0.55731048 -0.18537205]
(9, 19, False),[0. 0.]
(16, 10, False),[-0.5779144  -0.55181846]
(26, 16, False),[0. 0.]
(12, 10, False),[-0.57076248 -0.39047075]
(19, 10, False),[ 0.0101204  -0.71937652]
(19, 20, False),[0. 0.]
(19, 6, False),[ 0.47737442 -0.68619879]
(19, 19, False),[0. 0.]
(10, 1, False),[-0.74621318 -0.21489725]
(10, 20, False),[0. 0.]
(11, 9, False),[-0.49898019  0.16947262]
(11, 21, False),[0. 0.]
(13, 3, False),[-0.22611403 -0.31983273]
(20, 3, False),[ 0.62416508 -0.82702326]
(20, 19, False),[0. 0.]
